invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,invoiceyear,invoicemonth,totalcost
C560540,23207,LUNCH BAG ALPHABET DESIGN,1,2011-07-19 12:26:00,1.65,12415.0,Australia,2011,7,1.65
547902,22962,JAM JAR WITH PINK LID,6,2011-03-28 11:58:00,0.85,17765.0,United Kingdom,2011,3,5.1
536865,82583,HOT BATHS METAL SIGN,4,2010-12-03 11:28:00,4.21,Unknown,United Kingdom,2010,12,16.84
539451,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,2010-12-17 16:59:00,5.91,Unknown,United Kingdom,2010,12,11.82
574677,23389,SPACEBOY MINI BACKPACK,1,2011-11-06 12:32:00,4.15,16445.0,United Kingdom,2011,11,4.15
564734,17091J,VANILLA INCENSE IN TIN,6,2011-08-28 13:32:00,0.38,12484.0,Spain,2011,8,2.28
547663,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2011-03-24 13:16:00,5.45,16022.0,United Kingdom,2011,3,10.9
570465,22599,CHRISTMAS MUSICAL ZINC STAR,4,2011-10-10 16:02:00,0.83,Unknown,United Kingdom,2011,10,3.32
559862,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-07-13 10:30:00,0.85,12782.0,Portugal,2011,7,17.0
580610,22178,VICTORIAN GLASS HANGING T-LIGHT,3,2011-12-05 11:48:00,2.46,Unknown,United Kingdom,2011,12,7.38
557633,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-06-21 15:13:00,7.95,13750.0,United Kingdom,2011,6,15.9
560415,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-07-18 14:36:00,1.25,15152.0,United Kingdom,2011,7,20.0
567165,22870,NUMBER TILE COTTAGE GARDEN 2,1,2011-09-18 11:58:00,1.95,17841.0,United Kingdom,2011,9,1.95
540514,22457,NATURAL SLATE HEART CHALKBOARD ,3,2011-01-09 11:43:00,2.95,15708.0,United Kingdom,2011,1,8.850000000000001
543836,22969,HOMEMADE JAM SCENTED CANDLES,24,2011-02-14 10:52:00,1.45,15236.0,United Kingdom,2011,2,34.8
565734,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-09-06 12:15:00,2.08,17191.0,United Kingdom,2011,9,12.48
577524,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,1,2011-11-20 13:33:00,2.95,16905.0,United Kingdom,2011,11,2.95
560772,22610,PENS ASSORTED FUNNY FACE,12,2011-07-20 16:12:00,0.42,Unknown,United Kingdom,2011,7,5.04
546787,22151,PLACE SETTING WHITE HEART,24,2011-03-17 10:01:00,0.42,14035.0,United Kingdom,2011,3,10.08
561109,20685,DOORMAT RED RETROSPOT,10,2011-07-25 11:43:00,6.75,15218.0,United Kingdom,2011,7,67.5
538353,82583,HOT BATHS METAL SIGN,144,2010-12-10 15:31:00,1.69,13798.0,United Kingdom,2010,12,243.36
564972,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,10,2011-08-31 15:30:00,0.82,12621.0,Germany,2011,8,8.2
570103,20992,JAZZ HEARTS PURSE NOTEBOOK,3,2011-10-07 12:18:00,0.39,15719.0,United Kingdom,2011,10,1.17
560780,22077,6 RIBBONS RUSTIC CHARM,1,2011-07-21 09:31:00,4.13,Unknown,United Kingdom,2011,7,4.13
579777,22107,PIZZA PLATE IN BOX,2,2011-11-30 15:13:00,3.29,Unknown,United Kingdom,2011,11,6.58
573405,21394,RED POLKADOT BEAKER ,6,2011-10-30 15:55:00,0.39,13822.0,United Kingdom,2011,10,2.34
540464,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,32,2011-01-07 13:17:00,0.72,14298.0,United Kingdom,2011,1,23.04
553684,23170,REGENCY TEA PLATE ROSES ,24,2011-05-18 13:55:00,1.65,16389.0,United Kingdom,2011,5,39.6
548308,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,2011-03-30 12:00:00,0.85,17220.0,United Kingdom,2011,3,5.1
550913,21116,OWL DOORSTOP,3,2011-04-21 13:22:00,4.95,17631.0,United Kingdom,2011,4,14.85
564755,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-08-30 10:31:00,1.25,Unknown,United Kingdom,2011,8,1.25
537688,90212C,PURPLE LAS VEGAS BRACELET ROUND,3,2010-12-08 10:35:00,3.75,17406.0,United Kingdom,2010,12,11.25
571273,35970,ZINC FOLKART SLEIGH BELLS,12,2011-10-16 12:21:00,1.69,13034.0,United Kingdom,2011,10,20.28
563926,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-21 14:42:00,2.08,12553.0,France,2011,8,20.8
550527,22192,BLUE DINER WALL CLOCK,4,2011-04-19 10:48:00,8.5,12476.0,Germany,2011,4,34.0
540832,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,14,2011-01-11 14:42:00,2.46,Unknown,United Kingdom,2011,1,34.44
542151,20750,RED RETROSPOT MINI CASES,2,2011-01-26 10:30:00,7.95,13491.0,United Kingdom,2011,1,15.9
572703,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,2011-10-25 14:35:00,1.25,16110.0,United Kingdom,2011,10,2.5
540551,21219,SET/4 BADGES BALLOON GIRL,4,2011-01-10 09:43:00,0.85,Unknown,United Kingdom,2011,1,3.4
564731,22904,CALENDAR PAPER CUT DESIGN,12,2011-08-28 12:57:00,2.95,16186.0,United Kingdom,2011,8,35.400000000000006
566285,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-09-11 14:51:00,1.95,13611.0,United Kingdom,2011,9,11.7
557570,22464,HANGING METAL HEART LANTERN,6,2011-06-21 10:48:00,1.65,15998.0,United Kingdom,2011,6,9.9
550321,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-04-17 12:49:00,2.95,16770.0,United Kingdom,2011,4,14.75
576388,22537,MAGIC DRAWING SLATE DINOSAUR,24,2011-11-15 10:00:00,0.42,17510.0,United Kingdom,2011,11,10.08
570285,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-10-10 11:32:00,1.25,16637.0,United Kingdom,2011,10,10.0
568223,21563,RED HEART SHAPE LOVE BUCKET ,12,2011-09-26 10:16:00,2.95,12412.0,Denmark,2011,9,35.400000000000006
562417,21902,"KEY FOB , FRONT  DOOR ",1,2011-08-04 16:32:00,1.63,Unknown,United Kingdom,2011,8,1.63
567178,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-09-18 14:08:00,6.35,17858.0,United Kingdom,2011,9,12.7
572843,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-10-26 12:06:00,2.08,14315.0,United Kingdom,2011,10,20.8
C563207,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-08-14 12:10:00,4.25,17613.0,United Kingdom,2011,8,4.25
550123,22029,SPACEBOY BIRTHDAY CARD,12,2011-04-14 12:39:00,0.42,Unknown,United Kingdom,2011,4,5.04
555515,22429,ENAMEL MEASURING JUG CREAM,4,2011-06-05 10:47:00,4.25,17690.0,United Kingdom,2011,6,17.0
538524,22664,TOY TIDY DOLLY GIRL DESIGN,1,2010-12-13 09:35:00,4.21,Unknown,United Kingdom,2010,12,4.21
572772,22585,PACK OF 6 BIRDY GIFT TAGS,144,2011-10-26 10:29:00,1.06,17511.0,United Kingdom,2011,10,152.64
579411,22384,LUNCH BAG PINK POLKADOT,8,2011-11-29 12:46:00,1.65,16794.0,United Kingdom,2011,11,13.2
545705,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,2011-03-07 09:00:00,0.85,15554.0,United Kingdom,2011,3,10.2
540469,22083,PAPER CHAIN KIT RETROSPOT,6,2011-01-07 14:04:00,2.95,12484.0,Spain,2011,1,17.700000000000003
566601,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-09-13 15:57:00,4.25,16469.0,United Kingdom,2011,9,4.25
577039,22312,OFFICE MUG WARMER POLKADOT,6,2011-11-17 13:30:00,2.95,12539.0,Spain,2011,11,17.700000000000003
580960,20769,DAISY JOURNAL ,1,2011-12-06 14:35:00,2.55,16016.0,United Kingdom,2011,12,2.55
C542799,22156,HEART DECORATION WITH PEARLS ,1,2011-02-01 11:12:00,0.72,14606.0,United Kingdom,2011,2,0.72
537666,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-12-07 18:36:00,5.91,Unknown,United Kingdom,2010,12,5.91
575947,22144,CHRISTMAS CRAFT LITTLE FRIENDS,10,2011-11-13 11:50:00,4.13,Unknown,United Kingdom,2011,11,41.3
559557,23174,REGENCY SUGAR BOWL GREEN,4,2011-07-11 10:33:00,4.15,17444.0,Canada,2011,7,16.6
554084,22470,HEART OF WICKER LARGE,6,2011-05-22 11:52:00,2.95,12909.0,United Kingdom,2011,5,17.700000000000003
548872,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-04-04 14:42:00,1.25,13015.0,United Kingdom,2011,4,30.0
554112,90013C,GREEN VINTAGE EARRINGS ,2,2011-05-22 14:44:00,3.75,17611.0,United Kingdom,2011,5,7.5
546502,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-03-14 11:46:00,1.95,16005.0,United Kingdom,2011,3,1.95
556243,21829,DINOSAUR KEYRINGS ASSORTED,12,2011-06-09 16:07:00,0.42,Unknown,United Kingdom,2011,6,5.04
560782,23173,REGENCY TEAPOT ROSES ,2,2011-07-21 10:10:00,9.95,14769.0,United Kingdom,2011,7,19.9
558814,23302,KNEELING MAT HOUSEWORK  DESIGN,1,2011-07-04 11:47:00,1.65,14049.0,United Kingdom,2011,7,1.65
550152,22808,SET OF 6 T-LIGHTS EASTER CHICKS,2,2011-04-14 14:43:00,2.95,17362.0,United Kingdom,2011,4,5.9
565847,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-09-07 12:44:00,8.29,Unknown,United Kingdom,2011,9,8.29
573580,23426,METAL SIGN DROP YOUR PANTS,1,2011-10-31 14:21:00,5.79,Unknown,United Kingdom,2011,10,5.79
539084,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-12-16 09:31:00,1.25,13890.0,United Kingdom,2010,12,15.0
574351,23188,VINTAGE  2 METRE FOLDING RULER,1,2011-11-04 10:37:00,1.65,17348.0,United Kingdom,2011,11,1.65
548167,21094,SET/6 RED SPOTTY PAPER PLATES,2,2011-03-29 13:45:00,2.46,Unknown,United Kingdom,2011,3,4.92
539740,22422,TOOTHPASTE TUBE PEN,1,2010-12-21 15:20:00,1.28,Unknown,United Kingdom,2010,12,1.28
555277,DOT,DOTCOM POSTAGE,1,2011-06-01 17:30:00,124.87,Unknown,United Kingdom,2011,6,124.87
568670,48129,DOORMAT TOPIARY,2,2011-09-28 13:07:00,8.25,14978.0,United Kingdom,2011,9,16.5
545460,22996,TRAVEL CARD WALLET VINTAGE TICKET,2,2011-03-02 17:33:00,0.42,13230.0,United Kingdom,2011,3,0.84
557954,84997B,CHILDRENS CUTLERY RETROSPOT RED ,2,2011-06-23 18:44:00,4.15,15023.0,United Kingdom,2011,6,8.3
540255,85161,ACRYLIC GEOMETRIC LAMP,1,2011-01-05 16:50:00,12.72,Unknown,United Kingdom,2011,1,12.72
562951,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-08-11 09:57:00,12.75,14462.0,United Kingdom,2011,8,12.75
540907,85066,CREAM SWEETHEART MINI CHEST,2,2011-01-12 11:52:00,12.75,13488.0,United Kingdom,2011,1,25.5
559163,22814,CARD PARTY GAMES ,2,2011-07-06 16:33:00,0.42,Unknown,United Kingdom,2011,7,0.84
545897,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,2,2011-03-07 17:22:00,0.83,Unknown,United Kingdom,2011,3,1.66
559668,20992,JAZZ HEARTS PURSE NOTEBOOK,24,2011-07-11 13:40:00,0.39,13394.0,United Kingdom,2011,7,9.36
556290,21172,PARTY METAL SIGN ,12,2011-06-10 09:23:00,1.45,17088.0,United Kingdom,2011,6,17.4
581439,21088,SET/6 FRUIT SALAD PAPER CUPS,1,2011-12-08 16:30:00,0.83,Unknown,United Kingdom,2011,12,0.83
C554867,21896,POTTING SHED TWINE,2,2011-05-27 10:48:00,2.1,13050.0,United Kingdom,2011,5,4.2
563016,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-08-11 12:44:00,0.42,15358.0,United Kingdom,2011,8,5.04
C536379,D,Discount,1,2010-12-01 09:41:00,27.5,14527.0,United Kingdom,2010,12,27.5
564755,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-08-30 10:31:00,3.29,Unknown,United Kingdom,2011,8,3.29
558096,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-06-26 13:24:00,2.95,15532.0,United Kingdom,2011,6,2.95
542415,84967B,No description,1,2011-01-27 17:15:00,0.0,Unknown,United Kingdom,2011,1,0.0
566308,21790,VINTAGE SNAP CARDS,12,2011-09-12 09:38:00,0.85,15865.0,United Kingdom,2011,9,10.2
541971,22027,TEA PARTY BIRTHDAY CARD,2,2011-01-24 13:48:00,0.83,Unknown,United Kingdom,2011,1,1.66
541827,84313C,ORANGE TV TRAY TABLE ,1,2011-01-21 17:05:00,5.79,Unknown,United Kingdom,2011,1,5.79
546534,21136,PAINTED METAL PEARS ASSORTED,8,2011-03-14 13:56:00,1.69,16150.0,United Kingdom,2011,3,13.52
552231,21154,RED RETROSPOT OVEN GLOVE ,3,2011-05-06 15:47:00,1.25,17364.0,United Kingdom,2011,5,3.75
540148,22156,HEART DECORATION WITH PEARLS ,12,2011-01-05 10:58:00,0.85,14189.0,United Kingdom,2011,1,10.2
571270,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,2,2011-10-16 12:09:00,3.25,12940.0,United Kingdom,2011,10,6.5
C559303,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-07-07 12:49:00,1.95,13510.0,United Kingdom,2011,7,3.9
555124,22629,SPACEBOY LUNCH BOX ,2,2011-05-31 15:26:00,1.95,18204.0,United Kingdom,2011,5,3.9
564732,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-08-28 13:08:00,2.95,16466.0,United Kingdom,2011,8,17.700000000000003
561220,22972,CHILDREN'S SPACEBOY MUG,12,2011-07-26 09:20:00,1.65,17734.0,United Kingdom,2011,7,19.8
567485,22142,CHRISTMAS CRAFT WHITE FAIRY ,3,2011-09-20 13:52:00,1.45,15026.0,United Kingdom,2011,9,4.35
577700,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2011-11-21 12:06:00,2.95,14449.0,United Kingdom,2011,11,2.95
576269,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-11-14 14:23:00,1.65,12762.0,Portugal,2011,11,19.8
564758,22781,GUMBALL MAGAZINE RACK,1,2011-08-30 10:39:00,14.96,Unknown,United Kingdom,2011,8,14.96
546531,21242,RED RETROSPOT PLATE ,8,2011-03-14 13:35:00,1.69,15738.0,United Kingdom,2011,3,13.52
566020,22838,3 TIER CAKE TIN RED AND CREAM,2,2011-09-08 12:47:00,14.95,13925.0,United Kingdom,2011,9,29.9
580367,21189,WHITE HONEYCOMB PAPER GARLAND ,13,2011-12-02 16:39:00,3.29,Unknown,United Kingdom,2011,12,42.77
547370,84925F,PSYCHEDELIC WALL THERMOMETER,1,2011-03-22 13:32:00,2.55,14711.0,United Kingdom,2011,3,2.55
539298,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2010-12-16 17:29:00,4.95,14180.0,United Kingdom,2010,12,14.85
542993,22859,EASTER TIN BUNNY BOUQUET,6,2011-02-02 12:02:00,1.65,16156.0,United Kingdom,2011,2,9.9
574663,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-06 12:04:00,1.69,13527.0,United Kingdom,2011,11,13.52
557854,22815,CARD PSYCHEDELIC APPLES,12,2011-06-23 11:38:00,0.42,13268.0,United Kingdom,2011,6,5.04
576779,85032C,CURIOUS IMAGES GIFT WRAP SET,1,2011-11-16 13:25:00,0.65,14554.0,United Kingdom,2011,11,0.65
569861,23236,STORAGE TIN VINTAGE DOILY ,6,2011-10-06 14:37:00,2.89,13816.0,Germany,2011,10,17.34
550714,22595,GINGHAM HEART DECORATION,24,2011-04-20 11:12:00,0.85,15249.0,United Kingdom,2011,4,20.4
554617,20725,LUNCH BAG RED RETROSPOT,1,2011-05-25 11:21:00,1.65,14593.0,United Kingdom,2011,5,1.65
570883,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,10,2011-10-13 09:55:00,0.82,13477.0,United Kingdom,2011,10,8.2
573315,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-10-28 17:27:00,4.95,17839.0,United Kingdom,2011,10,4.95
561106,21935,SUKI  SHOULDER BAG,10,2011-07-25 11:37:00,1.65,14246.0,United Kingdom,2011,7,16.5
575337,84826,ASSTD DESIGN 3D PAPER STICKERS,1,2011-11-09 14:11:00,0.85,17867.0,United Kingdom,2011,11,0.85
581227,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,2011-12-08 09:56:00,4.95,17677.0,United Kingdom,2011,12,29.700000000000003
566985,20718,RED RETROSPOT SHOPPER BAG,2,2011-09-16 10:42:00,3.29,Unknown,United Kingdom,2011,9,6.58
543985,22026,BANQUET BIRTHDAY  CARD  ,1,2011-02-15 09:44:00,0.83,Unknown,United Kingdom,2011,2,0.83
563193,21094,SET/6 RED SPOTTY PAPER PLATES,6,2011-08-12 16:30:00,0.83,Unknown,United Kingdom,2011,8,4.98
565800,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,2011-09-07 10:23:00,0.85,14911.0,EIRE,2011,9,10.2
580730,22110,BIRD HOUSE HOT WATER BOTTLE,5,2011-12-05 17:28:00,5.79,Unknown,United Kingdom,2011,12,28.95
C569966,22891,TEA FOR ONE POLKADOT,2,2011-10-06 18:51:00,4.25,13279.0,United Kingdom,2011,10,8.5
544921,21892,TRADITIONAL WOODEN CATCH CUP GAME ,24,2011-02-24 16:35:00,1.25,17090.0,United Kingdom,2011,2,30.0
553189,21360,JOY LARGE WOOD LETTERS,1,2011-05-15 13:14:00,3.95,15033.0,United Kingdom,2011,5,3.95
541285,21754,HOME BUILDING BLOCK WORD,6,2011-01-17 12:45:00,5.95,13001.0,United Kingdom,2011,1,35.7
C555885,22978,PANTRY ROLLING PIN,1,2011-06-07 15:50:00,3.75,14842.0,United Kingdom,2011,6,3.75
578277,23503,PLAYING CARDS KEEP CALM & CARRY ON,20,2011-11-23 13:51:00,1.25,12723.0,France,2011,11,25.0
573576,22653,BUTTON BOX ,2,2011-10-31 14:09:00,1.63,14096.0,United Kingdom,2011,10,3.26
537047,22737,RIBBON REEL CHRISTMAS PRESENT ,3,2010-12-05 11:02:00,1.65,13069.0,United Kingdom,2010,12,4.949999999999999
555263,15034,PAPER POCKET TRAVELING FAN ,24,2011-06-01 15:47:00,0.14,15192.0,United Kingdom,2011,6,3.3600000000000003
555845,10133,COLOURING PENCILS BROWN TUBE,30,2011-06-07 13:19:00,0.42,17015.0,United Kingdom,2011,6,12.6
559307,23199,JUMBO BAG APPLES,3,2011-07-07 13:02:00,2.08,15356.0,United Kingdom,2011,7,6.24
579399,22109,FULL ENGLISH BREAKFAST PLATE,1,2011-11-29 12:09:00,3.75,13137.0,United Kingdom,2011,11,3.75
563638,22315,200 RED + WHITE BENDY STRAWS,96,2011-08-18 10:36:00,1.06,15311.0,United Kingdom,2011,8,101.76
547651,21165,BEWARE OF THE CAT METAL SIGN ,1,2011-03-24 12:11:00,1.69,16904.0,United Kingdom,2011,3,1.69
573385,22906,12 MESSAGE CARDS WITH ENVELOPES,20,2011-10-30 14:21:00,1.65,13421.0,United Kingdom,2011,10,33.0
546684,21154,RED RETROSPOT OVEN GLOVE ,24,2011-03-16 09:47:00,1.25,16152.0,United Kingdom,2011,3,30.0
578827,22547,MINI JIGSAW DINOSAUR ,2,2011-11-25 14:25:00,0.83,Unknown,United Kingdom,2011,11,1.66
571931,23103,JINGLE BELL HEART DECORATION,1,2011-10-19 16:59:00,3.29,Unknown,United Kingdom,2011,10,3.29
567665,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-09-21 15:22:00,1.63,Unknown,United Kingdom,2011,9,1.63
542864,22701,PINK DOG BOWL,24,2011-02-01 12:03:00,0.85,13802.0,United Kingdom,2011,2,20.4
576148,23444,Next Day Carriage,1,2011-11-14 10:50:00,15.0,15671.0,United Kingdom,2011,11,15.0
557153,23244,ROUND STORAGE TIN VINTAGE LEAF,2,2011-06-17 11:07:00,1.95,13735.0,United Kingdom,2011,6,3.9
553194,47594A,CAROUSEL DESIGN WASHBAG,3,2011-05-15 13:37:00,1.95,16283.0,United Kingdom,2011,5,5.85
566304,23272,TREE T-LIGHT HOLDER WILLIE WINKIE,12,2011-09-12 09:03:00,1.65,18158.0,United Kingdom,2011,9,19.8
580188,23313,VINTAGE CHRISTMAS BUNTING,3,2011-12-02 12:02:00,4.95,16440.0,United Kingdom,2011,12,14.85
552851,84879,ASSORTED COLOUR BIRD ORNAMENT,120,2011-05-11 15:07:00,1.69,12731.0,France,2011,5,202.8
543391,85099B,JUMBO BAG RED RETROSPOT,10,2011-02-08 10:12:00,1.95,14475.0,United Kingdom,2011,2,19.5
574835,23530,WALL ART ONLY ONE PERSON ,6,2011-11-07 11:31:00,4.95,13139.0,United Kingdom,2011,11,29.700000000000003
564359,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-08-24 16:02:00,1.25,14056.0,United Kingdom,2011,8,2.5
575176,23394,POSTE FRANCE CUSHION COVER,1,2011-11-08 18:29:00,10.79,Unknown,United Kingdom,2011,11,10.79
571500,23494,VINTAGE DOILY DELUXE SEWING KIT ,1,2011-10-17 15:09:00,5.95,Unknown,United Kingdom,2011,10,5.95
536409,90199C,5 STRAND GLASS NECKLACE CRYSTAL,3,2010-12-01 11:45:00,6.35,17908.0,United Kingdom,2010,12,19.05
579508,22219,LOVEBIRD HANGING DECORATION WHITE ,2,2011-11-29 16:33:00,1.63,Unknown,United Kingdom,2011,11,3.26
536634,20674,GREEN POLKADOT BOWL,12,2010-12-02 11:21:00,1.25,18041.0,United Kingdom,2010,12,15.0
540953,22332,SKULLS PARTY BAG + STICKER SET,1,2011-01-12 13:16:00,1.65,14587.0,United Kingdom,2011,1,1.65
573576,21907,I'M ON HOLIDAY METAL SIGN,1,2011-10-31 14:09:00,4.13,14096.0,United Kingdom,2011,10,4.13
552955,22088,PAPER BUNTING COLOURED LACE,4,2011-05-12 12:30:00,2.95,13113.0,United Kingdom,2011,5,11.8
565261,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,2011-09-02 10:53:00,3.25,12474.0,Germany,2011,9,39.0
581497,22727,ALARM CLOCK BAKELIKE RED ,10,2011-12-09 10:23:00,8.29,Unknown,United Kingdom,2011,12,82.89999999999999
572121,22434,BALLOON PUMP WITH 10 BALLOONS,9,2011-10-20 19:51:00,1.95,17092.0,United Kingdom,2011,10,17.55
568910,23333,IVORY WICKER HEART MEDIUM,12,2011-09-29 13:39:00,1.25,16574.0,United Kingdom,2011,9,15.0
570693,22866,HAND WARMER SCOTTY DOG DESIGN,6,2011-10-11 16:50:00,2.1,16161.0,United Kingdom,2011,10,12.6
538449,37449,CERAMIC CAKE STAND + HANGING CAKES,1,2010-12-12 12:24:00,9.95,17085.0,United Kingdom,2010,12,9.95
561097,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-07-25 10:47:00,3.95,15981.0,United Kingdom,2011,7,15.8
551516,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-05-01 11:10:00,3.75,14800.0,United Kingdom,2011,5,15.0
559894,22093,MOTORING TISSUE BOX,2,2011-07-13 12:06:00,0.39,14159.0,United Kingdom,2011,7,0.78
C567902,20982,12 PENCILS TALL TUBE SKULLS,1,2011-09-22 16:29:00,0.85,15555.0,United Kingdom,2011,9,0.85
557274,22193,RED DINER WALL CLOCK,2,2011-06-19 11:44:00,8.5,14004.0,United Kingdom,2011,6,17.0
576252,79066K,RETRO MOD TRAY,10,2011-11-14 13:55:00,0.85,14418.0,United Kingdom,2011,11,8.5
552182,22180,RETROSPOT LAMP,1,2011-05-06 13:38:00,9.95,14180.0,United Kingdom,2011,5,9.95
550477,22219,LOVEBIRD HANGING DECORATION WHITE ,4,2011-04-18 14:01:00,0.85,17338.0,United Kingdom,2011,4,3.4
559342,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,12,2011-07-07 16:59:00,1.65,14493.0,United Kingdom,2011,7,19.8
549556,21088,SET/6 FRUIT SALAD PAPER CUPS,10,2011-04-10 12:53:00,0.19,17372.0,United Kingdom,2011,4,1.9
572650,23201,JUMBO BAG ALPHABET,13,2011-10-25 12:00:00,2.08,15506.0,United Kingdom,2011,10,27.04
573508,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,2011-10-31 12:11:00,12.75,12552.0,Italy,2011,10,12.75
560434,84748,FOLK FELT HANGING MULTICOL GARLAND,1,2011-07-18 15:56:00,2.46,Unknown,United Kingdom,2011,7,2.46
549586,21243,PINK  POLKADOT PLATE ,2,2011-04-11 10:00:00,3.29,Unknown,United Kingdom,2011,4,6.58
C554100,22858,EASTER TIN KEEPSAKE,1,2011-05-22 13:27:00,1.65,15555.0,United Kingdom,2011,5,1.65
566427,15039,SANDALWOOD FAN,1,2011-09-12 14:24:00,0.85,17433.0,United Kingdom,2011,9,0.85
570721,23472, NINE DRAWER OFFICE TIDY,1,2011-10-12 10:51:00,14.95,13842.0,United Kingdom,2011,10,14.95
555650,23194,GYMKHANNA TREASURE BOOK BOX,8,2011-06-06 13:48:00,2.25,14156.0,EIRE,2011,6,18.0
565927,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-09-08 10:08:00,1.45,Unknown,EIRE,2011,9,17.4
569555,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-10-05 08:17:00,1.45,17728.0,United Kingdom,2011,10,17.4
574328,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-11-04 09:05:00,0.42,13081.0,United Kingdom,2011,11,10.5
544793,72232,FENG SHUI PILLAR CANDLE,1152,2011-02-23 12:41:00,0.19,13694.0,United Kingdom,2011,2,218.88
556813,22768,FAMILY PHOTO FRAME CORNICE,1,2011-06-14 17:28:00,19.96,Unknown,United Kingdom,2011,6,19.96
575739,20973,12 PENCIL SMALL TUBE WOODLAND,2,2011-11-11 09:05:00,1.25,Unknown,United Kingdom,2011,11,2.5
560724,21213,PACK OF 72 SKULL CAKE CASES,24,2011-07-20 13:55:00,0.55,16186.0,United Kingdom,2011,7,13.2
575681,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,24,2011-11-10 15:32:00,0.85,16903.0,United Kingdom,2011,11,20.4
565840,23196,VINTAGE LEAF MAGNETIC NOTEPAD,3,2011-09-07 12:02:00,1.45,Unknown,United Kingdom,2011,9,4.35
556416,22584,PACK OF 6 PANNETONE GIFT BOXES,3,2011-06-10 12:19:00,2.55,15527.0,United Kingdom,2011,6,7.649999999999999
569202,22418,10 COLOUR SPACEBOY PEN,1,2011-09-30 17:22:00,1.63,Unknown,United Kingdom,2011,9,1.63
580115,23536,WALL ART VILLAGE SHOW ,1,2011-12-01 16:22:00,12.46,Unknown,United Kingdom,2011,12,12.46
556942,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-06-15 16:42:00,1.65,14222.0,United Kingdom,2011,6,19.8
581246,23496,PANTRY KITCHEN THERMOMETER ,2,2011-12-08 10:59:00,1.25,15453.0,United Kingdom,2011,12,2.5
572447,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2011-10-24 12:25:00,1.65,17811.0,United Kingdom,2011,10,1.65
568346,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-09-26 15:28:00,7.46,14096.0,United Kingdom,2011,9,29.84
